title,genres
the garden of the plynck,"{'classics', 'childrens', 'fantasy'}"
familiar quotations,"{'history', 'writing', 'classics', 'action', 'high-school', 'reference', 'amazon', 'fiction', 'literature', 'philosophy', 'non-fiction', 'spirituality'}"
retrospection and introspection,"{'read-for-school', 'religion', 'memoir', 'non-fiction'}"
books and culture,"{'literature', 'essays'}"
international language,"{'fiction', 'adult', 'non-fiction'}"
chronicles of england,"{'history', 'reference'}"
the greatest thing,"{'graphic-novels', 'comics', 'fiction'}"
the busie body,"{'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'love', 'drama', 'plays', 'humor'}"
aventures merveilleuses mais,"{'romance', 'adventure', 'novels', 'historical-fiction', 'childrens'}"
pratts practical pointers,"{'classics', 'fiction', 'non-fiction'}"
mcguffeys sixth eclectic reader,"{'education', 'classics', 'reference', 'literature', 'short-stories', 'fiction', 'childrens', 'young-adult', 'school', 'poetry', 'theology'}"
caste,"{'history', 'biography', 'sociology', 'classics', 'religion', 'reference', 'philosophy', 'fiction', 'politics', 'literature', 'essays', '20th-century', 'non-fiction'}"
reis door griekenland,{'travel'}
the bobbsey twins at the,"{'middle-grade', 'mystery', 'science-fiction', 'fiction', 'adult-fiction', 'childrens', 'young-adult'}"
alcibiades i,"{'history', 'classics', 'novella', 'philosophy', 'fiction', 'politics', 'amazon', 'non-fiction'}"
all on the irish shore,"{'biography', 'classics', 'literature', 'fiction', '20th-century', 'humor'}"
orthodoxy,"{'christian', 'history', 'biography', 'classics', 'religion', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'memoir', 'non-fiction', 'unfinished', 'theology', 'spirituality'}"
alcibiades ii,"{'history', 'classics', 'philosophy', 'non-fiction', 'theology'}"
adventure,"{'history', 'biography', 'self-help', 'fiction', 'non-fiction', 'unfinished', 'economics', 'business'}"
jacqueline of golden river,"{'romance', 'fiction', 'adventure'}"
the story of a soul,"{'christian', 'spirituality', 'non-fiction'}"
teuvo pakkala,"{'fiction', '20th-century', 'plays'}"
distinguished scientific men,"{'biography', 'non-fiction'}"
pulpit and press,{'religion'}
an historical mystery,"{'romance', 'crime', 'roman', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'war'}"
the writings of thomas jefferson,"{'history', 'biography', 'classics', 'philosophy', 'fiction', 'politics', 'essays', 'american'}"
hyacinthe,"{'romance', 'fiction', 'literature'}"
early britain,"{'history', 'non-fiction'}"
the river and i,"{'classics', 'history', 'memoir', 'travel'}"
luther and the reformation,"{'christian', 'history', 'biography', 'religion', 'fiction', 'theology'}"
elsters folly,"{'classics', 'fiction'}"
at the sign of the cat and racket,"{'romance', 'roman', 'classics', 'novella', 'fantasy', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'historical-fiction', 'school', 'historical'}"
rosmersholma,"{'classics', 'religion', 'psychology', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'read-for-school', 'adult', 'school', 'drama', 'plays'}"
falling in love,"{'romance', 'contemporary', 'fiction', 'realistic-fiction', 'young-adult', 'contemporary-romance', 'lgbt'}"
eryxias,"{'classics', 'philosophy', 'fiction', 'non-fiction', 'poetry', 'economics', 'plays'}"
black and white,"{'adventure', 'picture-books', 'mystery', 'animals', 'art', 'fantasy', 'fiction', 'realistic-fiction', 'graphic-novels', 'childrens', 'school', 'humor'}"
le roman de la rose,"{'romance', 'literary-fiction', 'middle-grade', 'history', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'philosophy', 'love', 'school', 'read-for-school', 'poetry', 'college'}"
menexenus,"{'history', 'classics', 'philosophy', 'fiction', 'politics', '20th-century', 'non-fiction'}"
le journal dune femme de chambre,"{'romance', 'feminism', 'roman', 'erotica', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
my neighbors,"{'middle-grade', 'classics', 'family', 'fantasy', 'novels', 'comics', 'fiction', 'historical-fiction', 'love', 'childrens', 'young-adult', 'graphic-novels', 'magic', 'manga'}"
souvenirs entomologiques  livre i,"{'romance', 'classics', 'fiction', 'science', 'non-fiction'}"
face au drapeau,"{'romance', 'adventure', 'classics', 'science-fiction', 'novels', 'literature', 'fiction', '20th-century', 'thriller', 'speculative-fiction'}"
le village arien,"{'romance', 'adventure', 'classics', 'science-fiction', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'childrens'}"
herfsttij der middeleeuwen,"{'romance', 'middle-grade', 'history', 'classics', 'religion', 'philosophy', 'fiction', 'literature', '20th-century', 'historical-fiction', 'non-fiction', 'unfinished', 'historical', 'art'}"
honorine,"{'romance', 'literary-fiction', 'classics', 'novella', 'science-fiction', 'literature', 'fiction', 'historical-fiction', '20th-century', 'short-stories'}"
benhur,"{'romance', 'adventure', 'literary-fiction', 'history', 'historical-fiction', 'theology', 'spirituality', 'historical', 'novels', 'literature', 'fiction', '20th-century', 'american', 'christian', 'classics', 'religion', 'adult-fiction', 'realistic-fiction', 'drama'}"
auguste comte and positivism,"{'romance', 'history', 'biography', 'picture-books', 'sociology', 'classics', 'mythology', 'philosophy', 'fiction', 'essays', 'non-fiction', 'economics'}"
stories of the wagner opera,"{'literary-fiction', 'religion', 'history', 'reference'}"
the mystery of the yellow room,"{'fiction', 'crime', 'modern', 'literary-fiction'}"
au bonheur des dames,"{'romance', 'classics', 'comics', 'graphic-novels', 'historical-fiction', 'fiction', 'adult'}"
ferns hollow,"{'fiction', 'religion', 'novels'}"
probabilities,"{'reference', 'philosophy', 'fiction', 'science', 'non-fiction', 'unfinished'}"
the secret of the night,"{'romance', 'literary-fiction', 'horror', 'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'novels', 'fiction', '20th-century', 'thriller', 'drama'}"
lives of the three mrs judsons,"{'romance', 'christian', 'history', 'biography', 'fiction', 'non-fiction', 'historical'}"
pinocchio,"{'adventure', 'middle-grade', 'picture-books', 'classics', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'childrens', 'young-adult', 'school'}"
the adventures of odysseus,"{'adventure', 'education', 'picture-books', 'history', 'classics', 'religion', 'family', 'fantasy', 'mythology', 'literature', 'fiction', 'travel', 'war', 'childrens', 'young-adult', 'school', 'read-for-school', 'poetry'}"
parmenides,"{'education', 'history', 'classics', 'philosophy', 'fiction', 'school', 'non-fiction', 'spirituality'}"
percy bysshe shelley as a,"{'history', 'biography', 'classics', 'philosophy', 'fiction'}"
claude et juliette,"{'romance', 'short-stories', 'classics'}"
het leven van rozeke van dalen ,{'history'}
les amours jaunes,"{'romance', 'classics', 'modern', 'literature', '20th-century', 'unfinished', 'poetry'}"
ubu roi,"{'romance', 'roman', 'classics', 'art', 'modern', 'fantasy', 'literature', 'fiction', 'comedy', '20th-century', 'read-for-school', 'school', 'drama', 'plays', 'college', 'humor'}"
the pivot of civilization,"{'history', 'feminism', 'biography', 'sociology', 'classics', 'philosophy', 'fiction', 'politics', 'science', 'non-fiction', 'economics'}"
corinne volume  of ,{'classics'}
green bays  verses and parodies,"{'classics', 'fiction'}"
the well at the worlds end,"{'romance', 'adventure', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'amazon', 'speculative-fiction', 'unfinished'}"
the great red frog,"{'literature', 'fiction'}"
greenwich village,"{'fiction', 'suspense', 'crime', 'american'}"
once upon a time,"{'romance', 'adventure', 'novella', 'fantasy', 'chick-lit', 'fiction', 'short-stories', 'comedy', 'young-adult', 'adult', 'magic', 'supernatural', 'urban-fantasy', 'humor'}"
the halo,"{'contemporary', 'literary-fiction', 'crime', 'mystery', 'suspense', 'mystery-thriller', 'novels', 'amazon', 'fiction', 'adult-fiction', 'thriller', 'drama', 'business'}"
a short history of france,"{'fiction', '20th-century', 'history', 'non-fiction'}"
nelson vol ,"{'adventure', 'horror', 'action', 'science-fiction', 'comics', 'fantasy', 'graphic-novels', 'fiction', 'theology'}"
the life of nelson vol ii,{'history'}
venere ed imene al tribunale,"{'religion', 'non-fiction'}"
plague ship,"{'adventure', 'suspense', 'history'}"
dangerous days,"{'romance', 'adventure', 'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'novels', 'fiction', 'historical-fiction', 'war', 'love', 'romantic-suspense', '20th-century', 'american', 'historical'}"
a short history of russia,"{'history', 'biography', 'fiction', 'historical-fiction', '20th-century', 'politics', 'non-fiction', 'historical'}"
joan of arc,"{'romance', 'education', 'middle-grade', 'picture-books', 'history', 'biography', 'classics', 'religion', 'fiction', 'historical-fiction', 'childrens', 'school', 'non-fiction'}"
kitty canary,"{'fiction', 'literary-fiction', 'chick-lit'}"
goblin market,"{'horror', 'feminism', 'classics', 'fantasy', 'literature', 'fiction', 'short-stories', '20th-century', 'magic', 'school', 'adult', 'read-for-school', 'poetry', 'supernatural', 'historical', 'college', 'art'}"
translations of the koran,"{'history', 'religion', 'reference', 'philosophy', 'fiction'}"
mr sponges sporting tour,"{'literary-fiction', 'classics', 'sports', 'literature', 'fiction', 'historical-fiction', '20th-century', 'humor'}"
the club of queer trades,"{'adventure', 'christian', 'crime', 'literary-fiction', 'mystery', 'classics', 'fantasy', 'novels', 'literature', 'short-stories', 'fiction', '20th-century', 'comedy', 'mystery-thriller', 'amazon', 'historical', 'humor'}"
history of the united states,"{'education', 'history', 'feminism', 'sociology', 'fiction', 'politics', 'historical-fiction', 'adult-fiction', 'non-fiction', 'american', 'historical', 'lgbt'}"
the golden bird,"{'adventure', 'horror', 'picture-books', 'classics', 'animals', 'fantasy', 'literature', 'short-stories', 'fiction', '20th-century', 'childrens'}"
shakespearean tragedy,"{'literary-fiction', 'classics', 'reference', 'literature', 'fiction', 'read-for-school', '20th-century', 'essays', 'school', 'non-fiction', 'drama', 'poetry', 'plays'}"
mia,"{'contemporary', 'romance', 'teen', 'high-school', 'family', 'death', 'realistic-fiction', 'fiction', 'adult-fiction', 'love', 'young-adult', 'non-fiction', 'relationships', 'coming-of-age'}"
le iie livre des masques,"{'philosophy', 'poetry', 'non-fiction'}"
posies,"{'picture-books', 'animals', 'fiction', 'childrens', 'school', 'poetry', 'humor'}"
the vanished messenger,"{'adventure', 'mystery', 'classics', 'historical-romance', 'novels', 'fiction', 'adult-fiction', '20th-century', 'thriller'}"
riley lovelyrics,"{'classics', 'poetry', 'fiction'}"
kingdom of oude,{'non-fiction'}
the book of mormon,"{'christian', 'religion', 'high-school', 'novels', 'fiction', 'comedy', 'graphic-novels', 'music', 'non-fiction', 'drama', 'american', 'plays', 'humor'}"
the haunted hotel,"{'picture-books', 'mystery', 'animals', 'fantasy', 'fiction', 'childrens', 'school', 'non-fiction'}"
lendas e narrativas tomo ii,"{'short-stories', 'historical'}"
two christmas celebrations,"{'classics', 'fiction', 'christmas'}"
the story of waitstill baxter,"{'romance', 'fiction'}"
the war chief of the six nations,"{'history', 'biography', 'non-fiction'}"
the life and letters of,"{'religion', 'adult', 'non-fiction', 'spirituality', 'humor'}"
discovery of australia,"{'history', 'non-fiction'}"
craphound,"{'science-fiction', 'sports', 'short-stories', 'fiction', 'graphic-novels', 'science', 'dystopia'}"
return to pleasure island,"{'science-fiction', 'fantasy', 'short-stories', 'fiction', 'young-adult', 'dystopia', 'urban-fantasy'}"
eastern standard tribe,"{'literary-fiction', 'science-fiction', 'fantasy', 'novels', 'fiction', 'science', 'dystopia', 'adult', 'speculative-fiction', 'theology'}"
shadow of the mothaship,"{'short-stories', 'science-fiction', 'dystopia'}"
dead men tell no tales,"{'adventure', 'mystery', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', '20th-century', 'thriller', 'non-fiction'}"
super man and the bug out,"{'science-fiction', 'short-stories', 'politics', 'fiction', 'dystopia', 'theology', 'humor'}"
pierrette,"{'romance', 'literary-fiction', 'classics', 'literature', 'short-stories'}"
indian language,"{'education', 'history', 'sociology', 'reference', 'fiction', 'non-fiction', 'american'}"
the man and the moment,"{'romance', 'fiction'}"
old put the patriot,"{'history', 'biography'}"
history of science v,"{'science', 'biography', 'non-fiction'}"
strange pages from family papers,"{'fiction', 'history'}"
class of ,"{'romance', 'contemporary', 'high-school', 'unfinished', 'dark', 'young-adult', 'adult', 'drama', 'theology', 'new-adult'}"
la regenta,"{'romance', 'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'drama', 'college'}"
the pianoforte sonata,{'music'}
dialogue of comfort,"{'classics', 'psychology', 'philosophy', 'politics', 'war', 'non-fiction', 'historical', 'art'}"
lucifer,"{'literary-fiction', 'mythology', 'comedy', 'speculative-fiction', 'contemporary', 'horror', 'fantasy', 'novels', 'literature', 'fiction', 'adult', 'unfinished', 'humor', 'religion', 'paranormal', 'adult-fiction', 'dark', 'urban-fantasy', 'supernatural'}"
over literatuur,"{'literature', 'non-fiction'}"
proeve van kleine gedigten,"{'read-for-school', 'poetry', 'literature'}"
ancient art and ritual,"{'history', 'religion', 'mythology', 'philosophy', 'literature', 'love', 'non-fiction', 'art'}"
new grub street,"{'literary-fiction', 'writing', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'unfinished', 'drama', 'historical'}"
random reminiscences of men,"{'history', 'biography', 'classics', 'reference', 'philosophy', 'fiction', '20th-century', 'essays', 'memoir', 'economics', 'american', 'historical', 'business'}"
oliver cromwell,"{'history', 'biography', 'fiction', 'realistic-fiction', 'non-fiction', 'historical'}"
bunny brown and his sister,"{'adventure', 'mystery', 'animals', 'classics', 'family', 'fiction', 'childrens', 'historical'}"
riquet  la houppe,"{'contemporary', 'romance', 'roman', 'novella', 'novels', 'fiction', 'contemporary-romance'}"
the meadowbrook girls by the sea,"{'classics', 'adventure', 'childrens', 'young-adult'}"
charlotte temple,"{'romance', 'literary-fiction', 'historical-fiction', 'non-fiction', 'historical', 'college', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'unfinished', 'american', 'feminism', 'classics', 'adult-fiction', 'young-adult', 'chick-lit'}"
